"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","LocationDisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"57457","2017","2017","2017","ID","Idaho","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.0","","","23.7","34.9","444","43.682630005000476","-114.3637300419997","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","16","","","",""
"57458","2017","2017","2017","ID","Idaho","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.9","","","27.4","36.7","610","43.682630005000476","-114.3637300419997","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","16","","","",""
"57459","2017","2017","2017","ID","Idaho","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.5","","","32.0","41.4","662","43.682630005000476","-114.3637300419997","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","16","","","",""
"57460","2017","2017","2017","ID","Idaho","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","35.2","","","31.4","39.3","983","43.682630005000476","-114.3637300419997","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","16","","","",""
"57461","2017","2017","2017","ID","Idaho","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","26.1","","","23.4","29.0","1,636","43.682630005000476","-114.3637300419997","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","16","","","",""
"57483","2017","2017","2017","IL","Illinois","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","13.6","","","9.7","18.8","331","40.48501028300046","-88.99771017799969","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","17","","","",""
"57484","2017","2017","2017","IL","Illinois","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.4","","","25.2","34.0","603","40.48501028300046","-88.99771017799969","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","17","","","",""
"57485","2017","2017","2017","IL","Illinois","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.6","","","27.5","36.0","617","40.48501028300046","-88.99771017799969","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","17","","","",""
"57486","2017","2017","2017","IL","Illinois","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","39.7","","","35.8","43.8","817","40.48501028300046","-88.99771017799969","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","17","","","",""
"57487","2017","2017","2017","IL","Illinois","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","37.8","","","34.4","41.4","1,039","40.48501028300046","-88.99771017799969","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","17","","","",""
"57488","2017","2017","2017","IL","Illinois","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.2","","","27.8","32.8","1,840","40.48501028300046","-88.99771017799969","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","17","","","",""
"57126","2017","2017","2017","IN","Indiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","20.5","","","17.0","24.5","630","39.766910452000445","-86.14996019399968","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","18","","","",""
"57127","2017","2017","2017","IN","Indiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.4","","","28.3","34.6","1,107","39.766910452000445","-86.14996019399968","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","18","","","",""
"57128","2017","2017","2017","IN","Indiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.2","","","33.3","39.3","1,322","39.766910452000445","-86.14996019399968","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","18","","","",""
"57129","2017","2017","2017","IN","Indiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","38.0","","","35.5","40.5","2,004","39.766910452000445","-86.14996019399968","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","18","","","",""
"57130","2017","2017","2017","IN","Indiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","39.3","","","37.2","41.5","2,826","39.766910452000445","-86.14996019399968","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","18","","","",""
"57131","2017","2017","2017","IN","Indiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.3","","","31.7","34.9","5,084","39.766910452000445","-86.14996019399968","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","18","","","",""
"57153","2017","2017","2017","IA","Iowa","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","22.6","","","18.6","27.1","473","42.46940091300047","-93.81649055599968","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","19","","","",""
"57154","2017","2017","2017","IA","Iowa","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","37.7","","","34.1","41.5","790","42.46940091300047","-93.81649055599968","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","19","","","",""
"57155","2017","2017","2017","IA","Iowa","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","39.1","","","35.7","42.7","860","42.46940091300047","-93.81649055599968","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","19","","","",""
"57156","2017","2017","2017","IA","Iowa","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","42.4","","","39.3","45.6","1,143","42.46940091300047","-93.81649055599968","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","19","","","",""
"57157","2017","2017","2017","IA","Iowa","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","43.2","","","40.4","46.0","1,444","42.46940091300047","-93.81649055599968","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","19","","","",""
"57158","2017","2017","2017","IA","Iowa","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.5","","","30.4","34.7","2,403","42.46940091300047","-93.81649055599968","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","19","","","",""
"57180","2017","2017","2017","KS","Kansas","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","21.9","","","19.4","24.5","1,329","38.34774030000045","-98.20078122699965","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","20","","","",""
"57181","2017","2017","2017","KS","Kansas","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.4","","","29.1","33.7","2,179","38.34774030000045","-98.20078122699965","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","20","","","",""
"57182","2017","2017","2017","KS","Kansas","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","35.6","","","33.3","38.0","2,446","38.34774030000045","-98.20078122699965","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","20","","","",""
"57183","2017","2017","2017","KS","Kansas","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","39.2","","","37.1","41.3","2,949","38.34774030000045","-98.20078122699965","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","20","","","",""
"57184","2017","2017","2017","KS","Kansas","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.4","","","34.7","38.1","4,380","38.34774030000045","-98.20078122699965","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","20","","","",""
"57185","2017","2017","2017","KS","Kansas","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.3","","","28.0","30.6","6,500","38.34774030000045","-98.20078122699965","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","20","","","",""
"57876","2017","2017","2017","KY","Kentucky","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","20.3","","","16.1","25.3","552","37.645970271000465","-84.77497104799966","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","21","","","",""
"57877","2017","2017","2017","KY","Kentucky","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","35.9","","","31.3","40.8","814","37.645970271000465","-84.77497104799966","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","21","","","",""
"57878","2017","2017","2017","KY","Kentucky","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","38.7","","","34.3","43.3","926","37.645970271000465","-84.77497104799966","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","21","","","",""
"57879","2017","2017","2017","KY","Kentucky","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","40.9","","","36.8","45.3","1,334","37.645970271000465","-84.77497104799966","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","21","","","",""
"57880","2017","2017","2017","KY","Kentucky","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","35.6","","","32.0","39.3","1,811","37.645970271000465","-84.77497104799966","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","21","","","",""
"57881","2017","2017","2017","KY","Kentucky","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.5","","","28.6","34.5","2,581","37.645970271000465","-84.77497104799966","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","21","","","",""
"57903","2017","2017","2017","LA","Louisiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","21.0","","","16.3","26.7","295","31.31266064400046","-92.44568007099969","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","22","","","",""
"57904","2017","2017","2017","LA","Louisiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","34.9","","","30.3","39.8","551","31.31266064400046","-92.44568007099969","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","22","","","",""
"57905","2017","2017","2017","LA","Louisiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","38.3","","","33.6","43.3","577","31.31266064400046","-92.44568007099969","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","22","","","",""
"57906","2017","2017","2017","LA","Louisiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","46.8","","","42.2","51.4","723","31.31266064400046","-92.44568007099969","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","22","","","",""
"57907","2017","2017","2017","LA","Louisiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","39.3","","","35.5","43.2","978","31.31266064400046","-92.44568007099969","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","22","","","",""
"57908","2017","2017","2017","LA","Louisiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","34.2","","","31.0","37.5","1,315","31.31266064400046","-92.44568007099969","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","22","","","",""
"57930","2017","2017","2017","ME","Maine","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","12.9","","","9.0","18.1","328","45.254228894000505","-68.98503133599962","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","23","","","",""
"57931","2017","2017","2017","ME","Maine","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","26.9","","","22.7","31.6","747","45.254228894000505","-68.98503133599962","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","23","","","",""
"57932","2017","2017","2017","ME","Maine","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.4","","","27.9","37.1","901","45.254228894000505","-68.98503133599962","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","23","","","",""
"57933","2017","2017","2017","ME","Maine","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","34.6","","","31.1","38.3","1,420","45.254228894000505","-68.98503133599962","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","23","","","",""
"57934","2017","2017","2017","ME","Maine","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","34.0","","","31.3","36.8","2,300","45.254228894000505","-68.98503133599962","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","23","","","",""
"57935","2017","2017","2017","ME","Maine","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","27.8","","","25.8","30.0","3,599","45.254228894000505","-68.98503133599962","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","23","","","",""
"57957","2017","2017","2017","MD","Maryland","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","18.4","","","14.3","23.3","437","39.29058096400047","-76.60926011099963","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","24","","","",""
"57958","2017","2017","2017","MD","Maryland","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","26.3","","","22.7","30.3","823","39.29058096400047","-76.60926011099963","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","24","","","",""
"57959","2017","2017","2017","MD","Maryland","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.3","","","32.7","40.0","1,171","39.29058096400047","-76.60926011099963","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","24","","","",""
"57960","2017","2017","2017","MD","Maryland","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.7","","","33.9","39.7","2,050","39.29058096400047","-76.60926011099963","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","24","","","",""
"57961","2017","2017","2017","MD","Maryland","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","35.3","","","32.9","37.8","2,861","39.29058096400047","-76.60926011099963","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","24","","","",""
"57962","2017","2017","2017","MD","Maryland","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.2","","","29.3","33.1","5,044","39.29058096400047","-76.60926011099963","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","24","","","",""
"57507","2017","2017","2017","MA","Massachusetts","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","9.5","","","6.5","13.7","400","42.27687047000046","-72.08269067499964","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","25","","","",""
"57508","2017","2017","2017","MA","Massachusetts","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","26.1","","","21.4","31.4","656","42.27687047000046","-72.08269067499964","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","25","","","",""
"57509","2017","2017","2017","MA","Massachusetts","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","28.5","","","23.9","33.6","652","42.27687047000046","-72.08269067499964","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","25","","","",""
"57510","2017","2017","2017","MA","Massachusetts","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.9","","","25.7","34.4","985","42.27687047000046","-72.08269067499964","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","25","","","",""
"57511","2017","2017","2017","MA","Massachusetts","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.3","","","26.4","34.5","1,335","42.27687047000046","-72.08269067499964","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","25","","","",""
"57512","2017","2017","2017","MA","Massachusetts","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","26.8","","","23.4","30.4","2,244","42.27687047000046","-72.08269067499964","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","25","","","",""
"57534","2017","2017","2017","MI","Michigan","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","18.1","","","15.1","21.5","757","44.6613195430005","-84.71439026999968","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","26","","","",""
"57535","2017","2017","2017","MI","Michigan","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","28.9","","","25.7","32.3","1,019","44.6613195430005","-84.71439026999968","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","26","","","",""
"57536","2017","2017","2017","MI","Michigan","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","35.5","","","32.1","39.1","1,085","44.6613195430005","-84.71439026999968","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","26","","","",""
"57537","2017","2017","2017","MI","Michigan","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","37.8","","","35.0","40.8","1,551","44.6613195430005","-84.71439026999968","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","26","","","",""
"57538","2017","2017","2017","MI","Michigan","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","37.2","","","34.8","39.8","2,125","44.6613195430005","-84.71439026999968","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","26","","","",""
"57539","2017","2017","2017","MI","Michigan","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.4","","","30.5","34.4","3,592","44.6613195430005","-84.71439026999968","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","26","","","",""
"57561","2017","2017","2017","MN","Minnesota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","15.2","","","12.6","18.3","1,019","46.35564873600049","-94.79420050299967","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","27","","","",""
"57562","2017","2017","2017","MN","Minnesota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","24.1","","","21.8","26.6","1,785","46.35564873600049","-94.79420050299967","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","27","","","",""
"57563","2017","2017","2017","MN","Minnesota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.5","","","31.0","36.1","1,939","46.35564873600049","-94.79420050299967","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","27","","","",""
"57564","2017","2017","2017","MN","Minnesota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.2","","","30.0","34.5","2,462","46.35564873600049","-94.79420050299967","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","27","","","",""
"57565","2017","2017","2017","MN","Minnesota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.0","","","31.1","35.0","3,420","46.35564873600049","-94.79420050299967","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","27","","","",""
"57566","2017","2017","2017","MN","Minnesota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","28.8","","","27.3","30.4","4,820","46.35564873600049","-94.79420050299967","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","27","","","",""
"57778","2017","2017","2017","MS","Mississippi","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","24.2","","","18.1","31.5","206","32.745510099000455","-89.53803082499968","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","28","","","",""
"57779","2017","2017","2017","MS","Mississippi","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","39.9","","","34.0","46.1","391","32.745510099000455","-89.53803082499968","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","28","","","",""
"57780","2017","2017","2017","MS","Mississippi","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","41.1","","","35.8","46.7","482","32.745510099000455","-89.53803082499968","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","28","","","",""
"57781","2017","2017","2017","MS","Mississippi","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","41.4","","","36.8","46.3","712","32.745510099000455","-89.53803082499968","OWS","OWS1","Q036","","Age (years)","AGEYR","45 - 54","AGEYR4554","","","","","","","","","28","","","",""
"57782","2017","2017","2017","MS","Mississippi","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","42.9","","","38.9","46.9","1,084","32.745510099000455","-89.53803082499968","OWS","OWS1","Q036","","Age (years)","AGEYR","55 - 64","AGEYR5564","","","","","","","","","28","","","",""
"57783","2017","2017","2017","MS","Mississippi","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.1","","","30.3","36.0","1,875","32.745510099000455","-89.53803082499968","OWS","OWS1","Q036","","Age (years)","AGEYR","65 or older","AGEYR65PLUS","","","","","","","","","28","","","",""
"57805","2017","2017","2017","MO","Missouri","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","19.4","","","15.2","24.3","459","38.635790776000476","-92.56630005299968","OWS","OWS1","Q036","","Age (years)","AGEYR","18 - 24","AGEYR1824","","","","","","","","","29","","","",""
"57806","2017","2017","2017","MO","Missouri","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.7","","","26.5","35.3","701","38.635790776000476","-92.56630005299968","OWS","OWS1","Q036","","Age (years)","AGEYR","25 - 34","AGEYR2534","","","","","","","","","29","","","",""
"57807","2017","2017","2017","MO","Missouri","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","34.9","","","30.6","39.5","721","38.635790776000476","-92.56630005299968","OWS","OWS1","Q036","","Age (years)","AGEYR","35 - 44","AGEYR3544","","","","","","","","","29","","","",""
